# SRC: M87
# RA: 12 h 30 m 49.42338180542052 s
# DEC: 12 deg 23 min 28.0439 s
# MJD: 57854.02228009328
# RF: 230 GHz
# FOVX: 200 pix 0.00019445011655428801 as
# FOVY: 200 pix 0.00019445011655428801 as
# ------------------------------------
# x (as)       y (as)       I (jy/pixel) Q (jy/pixel) U (jy/pixel)
-9.72251e-5 9.72251e-5 1.0e-10 0.0 0.0
-9.62528e-5 9.72251e-5 1.0e-10 0.0 0.0
-9.52806e-5 9.72251e-5 1.0e-10 0.0 0.0
-9.43083e-5 9.72251e-5 2.0e-10 0.0 0.0
-9.33361e-5 9.72251e-5 3.0e-10 0.0 0.0
-9.23638e-5 9.72251e-5 3.0e-10 0.0 0.0
-9.13916e-5 9.72251e-5 5.0e-10 0.0 0.0
-9.04193e-5 9.72251e-5 1.0e-9 0.0 0.0
-8.94471e-5 9.72251e-5 1.0e-9 0.0 0.0
-8.84748e-5 9.72251e-5 1.5e-9 0.0 0.0
-8.75026e-5 9.72251e-5 2.1e-9 0.0 0.0
-8.65303e-5 9.72251e-5 3.5e-9 0.0 0.0
-8.55581e-5 9.72251e-5 3.3e-9 0.0 0.0
-8.45858e-5 9.72251e-5 4.5e-9 0.0 0.0
-8.36136e-5 9.72251e-5 6.0e-9 0.0 0.0
-8.26413e-5 9.72251e-5 8.0e-9 0.0 0.0
-8.1669e-5 9.72251e-5 8.6e-9 0.0 0.0
-8.06968e-5 9.72251e-5 9.2e-9 0.0 0.0
-7.97245e-5 9.72251e-5 1.16e-8 0.0 0.0
-7.87523e-5 9.72251e-5 1.01e-8 0.0 0.0
-7.778e-5 9.72251e-5 1.1e-8 0.0 0.0
-7.68078e-5 9.72251e-5 9.7e-9 0.0 0.0
-7.58355e-5 9.72251e-5 1.33e-8 0.0 0.0
-7.48633e-5 9.72251e-5 9.0e-9 0.0 0.0
-7.3891e-5 9.72251e-5 1.96e-8 0.0 0.0
-7.29188e-5 9.72251e-5 2.1e-8 0.0 0.0
-7.19465e-5 9.72251e-5 9.91e-8 0.0 0.0
-7.09743e-5 9.72251e-5 5.66e-8 0.0 0.0
-7.0002e-5 9.72251e-5 1.85e-8 0.0 0.0
-6.90298e-5 9.72251e-5 3.593e-7 0.0 0.0
-6.80575e-5 9.72251e-5 8.69e-8 0.0 0.0
